task_id,mechanism_class,data_seed,strategy,proposal_id,source_labels,formula,parameter_values,complexity,robust_validation_risk,selected_representative
XFER-PERM-01,permeability,240857411,no_acquisition,portfolio_8094584d8a915ff7,fit_feedback_llm,M_base(x) + (a * (exp((b * x1)) - 1)),"{""a"": 0.31602491220762247, ""b"": -1.121327004484874}",8,0.005657975685102202,True
XFER-PERM-01,permeability,240857411,no_acquisition,portfolio_0a84a678b7d2406f,fit_feedback_llm,M_base(x) + ((p0 * x1) / (1 + ((p1 ^ 2) * (x1 ^ 2)) + (2 * p1 * x1))),"{""p0"": -0.35772028359386027, ""p1"": 0.2960129081474085}",17,0.0056569021327517325,False
XFER-PERM-01,permeability,240857411,no_acquisition,portfolio_2cad2fac2446879e,fit_feedback_llm,M_base(x) * ((1 + (p0 * (x1 ^ 2))) / (1 + (p1 * x1))),"{""p0"": 0.016701183152529317, ""p1"": 0.3433351368580483}",13,0.005836749240462153,False
XFER-PERM-01,permeability,240857411,conditional_space_filling,portfolio_8094584d8a915ff7,fit_feedback_llm,M_base(x) + (a * (exp((b * x1)) - 1)),"{""a"": 0.31602491220762247, ""b"": -1.121327004484874}",8,0.005657975685102202,True
XFER-PERM-01,permeability,240857411,conditional_space_filling,portfolio_0a84a678b7d2406f,fit_feedback_llm,M_base(x) + ((p0 * x1) / (1 + ((p1 ^ 2) * (x1 ^ 2)) + (2 * p1 * x1))),"{""p0"": -0.35772028359386027, ""p1"": 0.2960129081474085}",17,0.0056569021327517325,False
XFER-PERM-01,permeability,240857411,conditional_space_filling,portfolio_2cad2fac2446879e,fit_feedback_llm,M_base(x) * ((1 + (p0 * (x1 ^ 2))) / (1 + (p1 * x1))),"{""p0"": 0.016701183152529317, ""p1"": 0.3433351368580483}",13,0.005836749240462153,False
XFER-PERM-01,permeability,240857411,evidence_guided_predictive_disagreement,portfolio_8094584d8a915ff7,fit_feedback_llm,M_base(x) + (a * (exp((b * x1)) - 1)),"{""a"": 0.31602491220762247, ""b"": -1.121327004484874}",8,0.005657975685102202,True
XFER-PERM-01,permeability,240857411,evidence_guided_predictive_disagreement,portfolio_0a84a678b7d2406f,fit_feedback_llm,M_base(x) + ((p0 * x1) / (1 + ((p1 ^ 2) * (x1 ^ 2)) + (2 * p1 * x1))),"{""p0"": -0.35772028359386027, ""p1"": 0.2960129081474085}",17,0.0056569021327517325,False
XFER-PERM-01,permeability,240857411,evidence_guided_predictive_disagreement,portfolio_2cad2fac2446879e,fit_feedback_llm,M_base(x) * ((1 + (p0 * (x1 ^ 2))) / (1 + (p1 * x1))),"{""p0"": 0.016701183152529317, ""p1"": 0.3433351368580483}",13,0.005836749240462153,False
XFER-CYCLIC-01,cyclic_damage,240857411,no_acquisition,portfolio_3a775344072f3340,pysr,M_base(x) + ((x1 ^ 1.35899) * x2 * x2 * pysr_coefficient_1),"{""pysr_coefficient_1"": 0.032921869293336764}",7,0.0015904462769541084,True
XFER-CYCLIC-01,cyclic_damage,240857411,no_acquisition,portfolio_051605aaaff8eac3,fit_feedback_llm,M_base(x) + (c_power * (x1 ^ a_power) * (x2 ^ b_power)),"{""a_power"": 1.3609526029351646, ""b_power"": 2.0356255795341727, ""c_power"": 0.03304967278675807}",8,0.0016440139483894043,False
XFER-CYCLIC-01,cyclic_damage,240857411,no_acquisition,portfolio_822e9e806e7800a3,pysr,M_base(x) + (tanh(sin(((x1 ^ 1.35935) * pysr_coefficient_1))) * x2 * x2),"{""pysr_coefficient_1"": 0.03298922741335517}",10,0.0015847635360920062,False
XFER-CYCLIC-01,cyclic_damage,240857411,conditional_space_filling,portfolio_3a775344072f3340,pysr,M_base(x) + ((x1 ^ 1.35899) * x2 * x2 * pysr_coefficient_1),"{""pysr_coefficient_1"": 0.032921869293336764}",7,0.0015904462769541084,True
XFER-CYCLIC-01,cyclic_damage,240857411,conditional_space_filling,portfolio_051605aaaff8eac3,fit_feedback_llm,M_base(x) + (c_power * (x1 ^ a_power) * (x2 ^ b_power)),"{""a_power"": 1.3609526029351646, ""b_power"": 2.0356255795341727, ""c_power"": 0.03304967278675807}",8,0.0016440139483894043,False
XFER-CYCLIC-01,cyclic_damage,240857411,conditional_space_filling,portfolio_822e9e806e7800a3,pysr,M_base(x) + (tanh(sin(((x1 ^ 1.35935) * pysr_coefficient_1))) * x2 * x2),"{""pysr_coefficient_1"": 0.03298922741335517}",10,0.0015847635360920062,False
XFER-CYCLIC-01,cyclic_damage,240857411,evidence_guided_predictive_disagreement,portfolio_3a775344072f3340,pysr,M_base(x) + ((x1 ^ 1.35899) * x2 * x2 * pysr_coefficient_1),"{""pysr_coefficient_1"": 0.032921869293336764}",7,0.0015904462769541084,True
XFER-CYCLIC-01,cyclic_damage,240857411,evidence_guided_predictive_disagreement,portfolio_051605aaaff8eac3,fit_feedback_llm,M_base(x) + (c_power * (x1 ^ a_power) * (x2 ^ b_power)),"{""a_power"": 1.3609526029351646, ""b_power"": 2.0356255795341727, ""c_power"": 0.03304967278675807}",8,0.0016440139483894043,False
XFER-CYCLIC-01,cyclic_damage,240857411,evidence_guided_predictive_disagreement,portfolio_822e9e806e7800a3,pysr,M_base(x) + (tanh(sin(((x1 ^ 1.35935) * pysr_coefficient_1))) * x2 * x2),"{""pysr_coefficient_1"": 0.03298922741335517}",10,0.0015847635360920062,False
XFER-THERMAL-01,thermal_damage,240857411,no_acquisition,portfolio_de83a8bbfb9ea154,pysr,M_base(x) + (exp(exp((x2 * pysr_coefficient_1))) * (pysr_coefficient_2 ^ -1) * pysr_coefficient_3 * x1 * x1),"{""pysr_coefficient_1"": -0.964359552809018, ""pysr_coefficient_2"": -1.4549035334413918, ""pysr_coefficient_3"": 0.14884917774748496}",12,0.007558940787286026,True
XFER-THERMAL-01,thermal_damage,240857411,conditional_space_filling,portfolio_de83a8bbfb9ea154,pysr,M_base(x) + (exp(exp((x2 * pysr_coefficient_1))) * (pysr_coefficient_2 ^ -1) * pysr_coefficient_3 * x1 * x1),"{""pysr_coefficient_1"": -0.964359552809018, ""pysr_coefficient_2"": -1.4549035334413918, ""pysr_coefficient_3"": 0.14884917774748496}",12,0.007558940787286026,True
XFER-THERMAL-01,thermal_damage,240857411,evidence_guided_predictive_disagreement,portfolio_de83a8bbfb9ea154,pysr,M_base(x) + (exp(exp((x2 * pysr_coefficient_1))) * (pysr_coefficient_2 ^ -1) * pysr_coefficient_3 * x1 * x1),"{""pysr_coefficient_1"": -0.964359552809018, ""pysr_coefficient_2"": -1.4549035334413918, ""pysr_coefficient_3"": 0.14884917774748496}",12,0.007558940787286026,True
XFER-CREEP-01,creep,3283209030,no_acquisition,portfolio_42851308684d1787,pysr,M_base(x) + (tanh(tanh(tanh(tanh(((x1 * pysr_coefficient_1) + x1))))) * x2 * pysr_coefficient_2),"{""pysr_coefficient_1"": 0.08588448150078704, ""pysr_coefficient_2"": 0.38422215117743996}",12,0.0032988601481919906,True
XFER-CREEP-01,creep,3283209030,no_acquisition,portfolio_ed7daefb18929d68,pysr,M_base(x) + (x2 * tanh(tanh(tanh((x1 + pysr_coefficient_1 + (x1 * pysr_coefficient_2) + pysr_coefficient_3)))) * pysr_coefficient_4),"{""pysr_coefficient_1"": 0.010432733581569398, ""pysr_coefficient_2"": 0.15234963372745414, ""pysr_coefficient_3"": 0.010432790251875098, ""pysr_coefficient_4"": 0.33964772162805}",13,0.0027405859413752506,False
XFER-CREEP-01,creep,3283209030,conditional_space_filling,portfolio_42851308684d1787,pysr,M_base(x) + (tanh(tanh(tanh(tanh(((x1 * pysr_coefficient_1) + x1))))) * x2 * pysr_coefficient_2),"{""pysr_coefficient_1"": 0.08588448150078704, ""pysr_coefficient_2"": 0.38422215117743996}",12,0.0032988601481919906,True
XFER-CREEP-01,creep,3283209030,conditional_space_filling,portfolio_ed7daefb18929d68,pysr,M_base(x) + (x2 * tanh(tanh(tanh((x1 + pysr_coefficient_1 + (x1 * pysr_coefficient_2) + pysr_coefficient_3)))) * pysr_coefficient_4),"{""pysr_coefficient_1"": 0.010432733581569398, ""pysr_coefficient_2"": 0.15234963372745414, ""pysr_coefficient_3"": 0.010432790251875098, ""pysr_coefficient_4"": 0.33964772162805}",13,0.0027405859413752506,False
XFER-CREEP-01,creep,3283209030,evidence_guided_predictive_disagreement,portfolio_42851308684d1787,pysr,M_base(x) + (tanh(tanh(tanh(tanh(((x1 * pysr_coefficient_1) + x1))))) * x2 * pysr_coefficient_2),"{""pysr_coefficient_1"": 0.08588448150078704, ""pysr_coefficient_2"": 0.38422215117743996}",12,0.0032988601481919906,True
XFER-CREEP-01,creep,3283209030,evidence_guided_predictive_disagreement,portfolio_ed7daefb18929d68,pysr,M_base(x) + (x2 * tanh(tanh(tanh((x1 + pysr_coefficient_1 + (x1 * pysr_coefficient_2) + pysr_coefficient_3)))) * pysr_coefficient_4),"{""pysr_coefficient_1"": 0.010432733581569398, ""pysr_coefficient_2"": 0.15234963372745414, ""pysr_coefficient_3"": 0.010432790251875098, ""pysr_coefficient_4"": 0.33964772162805}",13,0.0027405859413752506,False
XFER-PERM-01,permeability,3283209030,no_acquisition,portfolio_ef36a17bb05e52fd,pysr,M_base(x) + (tanh(((x1 ^ 0.848489) * pysr_coefficient_1)) * pysr_coefficient_2),"{""pysr_coefficient_1"": 0.8338700710412155, ""pysr_coefficient_2"": -0.31327433500318264}",8,0.0073591417922945,True
XFER-PERM-01,permeability,3283209030,no_acquisition,portfolio_26b63ffd1b1ffa00,pysr,M_base(x) + sin((tanh(tanh(((x1 ^ 0.88497) * pysr_coefficient_1))) * pysr_coefficient_2)),"{""pysr_coefficient_1"": 0.6371846896278011, ""pysr_coefficient_2"": -0.4235400914994202}",10,0.007399126739991996,False
XFER-PERM-01,permeability,3283209030,no_acquisition,portfolio_ecca44158a883503,pysr,M_base(x) + (tanh(tanh(((x1 ^ 0.880203) * pysr_coefficient_1))) * pysr_coefficient_2),"{""pysr_coefficient_1"": -0.6455813316349329, ""pysr_coefficient_2"": 0.41660443750262605}",9,0.007379869086192297,False
XFER-PERM-01,permeability,3283209030,conditional_space_filling,portfolio_ef36a17bb05e52fd,pysr,M_base(x) + (tanh(((x1 ^ 0.848489) * pysr_coefficient_1)) * pysr_coefficient_2),"{""pysr_coefficient_1"": 0.8338700710412155, ""pysr_coefficient_2"": -0.31327433500318264}",8,0.0073591417922945,True
XFER-PERM-01,permeability,3283209030,conditional_space_filling,portfolio_26b63ffd1b1ffa00,pysr,M_base(x) + sin((tanh(tanh(((x1 ^ 0.88497) * pysr_coefficient_1))) * pysr_coefficient_2)),"{""pysr_coefficient_1"": 0.6371846896278011, ""pysr_coefficient_2"": -0.4235400914994202}",10,0.007399126739991996,False
XFER-PERM-01,permeability,3283209030,conditional_space_filling,portfolio_ecca44158a883503,pysr,M_base(x) + (tanh(tanh(((x1 ^ 0.880203) * pysr_coefficient_1))) * pysr_coefficient_2),"{""pysr_coefficient_1"": -0.6455813316349329, ""pysr_coefficient_2"": 0.41660443750262605}",9,0.007379869086192297,False
XFER-PERM-01,permeability,3283209030,evidence_guided_predictive_disagreement,portfolio_ef36a17bb05e52fd,pysr,M_base(x) + (tanh(((x1 ^ 0.848489) * pysr_coefficient_1)) * pysr_coefficient_2),"{""pysr_coefficient_1"": 0.8338700710412155, ""pysr_coefficient_2"": -0.31327433500318264}",8,0.0073591417922945,True
XFER-PERM-01,permeability,3283209030,evidence_guided_predictive_disagreement,portfolio_26b63ffd1b1ffa00,pysr,M_base(x) + sin((tanh(tanh(((x1 ^ 0.88497) * pysr_coefficient_1))) * pysr_coefficient_2)),"{""pysr_coefficient_1"": 0.6371846896278011, ""pysr_coefficient_2"": -0.4235400914994202}",10,0.007399126739991996,False
XFER-PERM-01,permeability,3283209030,evidence_guided_predictive_disagreement,portfolio_ecca44158a883503,pysr,M_base(x) + (tanh(tanh(((x1 ^ 0.880203) * pysr_coefficient_1))) * pysr_coefficient_2),"{""pysr_coefficient_1"": -0.6455813316349329, ""pysr_coefficient_2"": 0.41660443750262605}",9,0.007379869086192297,False
XFER-CYCLIC-01,cyclic_damage,3283209030,no_acquisition,portfolio_3f95ccc0f0ca3523,pysr,M_base(x) + (((x1 * pysr_coefficient_1 * x1) + (sin(x1) * pysr_coefficient_2)) * x2 * x2),"{""pysr_coefficient_1"": 0.01683609580265469, ""pysr_coefficient_2"": 0.019389893753409337}",12,0.0017492063829468445,True
XFER-CYCLIC-01,cyclic_damage,3283209030,no_acquisition,portfolio_ad503937a0eaf954,pysr,M_base(x) + (x2 * x2 * tanh(((sin(x1) * pysr_coefficient_1) + (x1 * x1 * pysr_coefficient_2)))),"{""pysr_coefficient_1"": 0.019317747017708258, ""pysr_coefficient_2"": 0.016902321006227333}",13,0.0017514087578690389,False
XFER-CYCLIC-01,cyclic_damage,3283209030,conditional_space_filling,portfolio_3f95ccc0f0ca3523,pysr,M_base(x) + (((x1 * pysr_coefficient_1 * x1) + (sin(x1) * pysr_coefficient_2)) * x2 * x2),"{""pysr_coefficient_1"": 0.01683609580265469, ""pysr_coefficient_2"": 0.019389893753409337}",12,0.0017492063829468445,True
XFER-CYCLIC-01,cyclic_damage,3283209030,conditional_space_filling,portfolio_ad503937a0eaf954,pysr,M_base(x) + (x2 * x2 * tanh(((sin(x1) * pysr_coefficient_1) + (x1 * x1 * pysr_coefficient_2)))),"{""pysr_coefficient_1"": 0.019317747017708258, ""pysr_coefficient_2"": 0.016902321006227333}",13,0.0017514087578690389,False
XFER-CYCLIC-01,cyclic_damage,3283209030,evidence_guided_predictive_disagreement,portfolio_3f95ccc0f0ca3523,pysr,M_base(x) + (((x1 * pysr_coefficient_1 * x1) + (sin(x1) * pysr_coefficient_2)) * x2 * x2),"{""pysr_coefficient_1"": 0.01683609580265469, ""pysr_coefficient_2"": 0.019389893753409337}",12,0.0017492063829468445,True
XFER-CYCLIC-01,cyclic_damage,3283209030,evidence_guided_predictive_disagreement,portfolio_ad503937a0eaf954,pysr,M_base(x) + (x2 * x2 * tanh(((sin(x1) * pysr_coefficient_1) + (x1 * x1 * pysr_coefficient_2)))),"{""pysr_coefficient_1"": 0.019317747017708258, ""pysr_coefficient_2"": 0.016902321006227333}",13,0.0017514087578690389,False
XFER-THERMAL-01,thermal_damage,3283209030,no_acquisition,portfolio_cab49e74ec2f5e44,pysr,M_base(x) + (exp(tanh((x2 * pysr_coefficient_1))) * x1 * x1 * pysr_coefficient_2),"{""pysr_coefficient_1"": -0.7844455736091448, ""pysr_coefficient_2"": -0.27885242741709376}",9,0.006424641107689233,True
XFER-THERMAL-01,thermal_damage,3283209030,conditional_space_filling,portfolio_cab49e74ec2f5e44,pysr,M_base(x) + (exp(tanh((x2 * pysr_coefficient_1))) * x1 * x1 * pysr_coefficient_2),"{""pysr_coefficient_1"": -0.7844455736091448, ""pysr_coefficient_2"": -0.27885242741709376}",9,0.006424641107689233,True
XFER-THERMAL-01,thermal_damage,3283209030,evidence_guided_predictive_disagreement,portfolio_cab49e74ec2f5e44,pysr,M_base(x) + (exp(tanh((x2 * pysr_coefficient_1))) * x1 * x1 * pysr_coefficient_2),"{""pysr_coefficient_1"": -0.7844455736091448, ""pysr_coefficient_2"": -0.27885242741709376}",9,0.006424641107689233,True
